video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=V6vtrxCXGjc&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@CBSNews,CBS News,CBSN Originals explores how new tech could be reinforcing racial bias in policing,3K,5 years,Police departments are turning to big data to help reduce crimes in their neighborhoods. But critics argue this technology ...,2026-01-22 05:29:51.284312
/watch?v=ZU_o87c08l4&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@Context_news,Context,Does predictive policing enforce racial bias?,13K,5 years,"As protests against racism and police brutality continue to sweep across the world, is predictive policing adding to the problem by ...",2026-01-22 05:29:51.286574
/watch?v=ACmbgGocJSk&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@AmericanLawInstitute,AmericanLawInstitute,"Reasonably Speaking: Race and Policing Part 2: Predictive Policing, Funding and Solutions (2019)",10,4 years,"In the second of this two-part Reasonably Speaking episode Sherrilyn Ifill (NAACP LDF), Barry Friedman (NYU Law), and John ...",2026-01-22 05:29:51.288458
/watch?v=wQDF3BSTdAo&t=8s&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@CBSNews,CBS News,Preview: Racial Profiling 2.0,2.1K,5 years,"As police departments turn to big data to help reduce crime in their neighborhoods, advocacy groups are sounding the alarm ...",2026-01-22 05:29:51.290401
/watch?v=eFcT-mzFTEk&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@Spark_McMaster,Spark: a centre for social research innovation,Logistic Regression to Identify Racism in Predictive Policing with Andrea DaViera,14,1 year,"Predictive policing is a tool used increasingly by law enforcement agencies around the world, but legal scholars, critics, and ...",2026-01-22 05:29:51.292139
/watch?v=LguLDCrDBhk&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@nyuschooloflaw,NYU School of Law,How Algorithms Reinforce Racial Bias in Policing with Professor Vincent Southerland,857,5 years,"Black and brown people are more likely to be stopped by the police, more likely to be arrested by the police, more likely to be ...",2026-01-22 05:29:51.293360
/watch?v=UyVUSu8lrYQ&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@BCCivilLiberties,BC Civil Liberties Association,Predict and Surveil: Racism in Policing and Surveillance Tech,2.4K,Streamed 5 years,"Algorithmic policing and technological surveillance by law enforcement, spy agencies, and large corporate interests have rapidly ...",2026-01-22 05:29:51.295181
/watch?v=aW1_OEG9E3s&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@France24_en,FRANCE 24 English,Racial bias and policing: Options and obstacles for effective reform • FRANCE 24 English,738,2 years,How can the #UnitedStates end its epidemic of racist #policeviolence? The question is raised with new urgency in the wake of ...,2026-01-22 05:29:51.296967
/watch?v=0QAfs5S93WU&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@The_Regulating_AI_Podcast,The RegulatingAI Podcast,"Edward Santow on Predictive Policing, Racial Bias and AI’s Impact on Human Rights | RegulatingAI",8.4K,5 months,"In this episode of the RegulatingAI podcast, host Sanjay Puri speaks with Professor Edward Santow, former Australian Human ...",2026-01-22 05:29:51.298689
/watch?v=3uOiG-xOP64&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@JacobinMag,Jacobin,"The Punitive, Dystopian Future of ""Predictive Policing""",1.7K,4 years,"On Jacobin's original series Weekends, Ana Kasparian examines the insidious rise of ""predictive policing"" and explains why it ...",2026-01-22 05:29:51.299940
/watch?v=J5HVSZwWhcQ&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@NACDLvideo,NACDLvideo,"Predictive Policing Task Force Webinar Upon Release of its Report, ""Garbage In, Gospel Out""",442,4 years,"""Garbage In, Gospel Out: How Data-Driven Policing Technologies Entrench Historic Racism and 'Tech-Wash' Bias in the Criminal ...",2026-01-22 05:29:51.302000
/watch?v=X4Gc3WMGIy0&list=RDX4Gc3WMGIy0&start_radio=1&t=485s&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNtoAcB,/@ConversationEDU,The Conversation,Being Watched: How surveillance amplifies racist policing and threatens the right to protest,199,2 years,"Original air date - October 27th, 2021 Many of us know our personal data is being collected online and used against us – to get us ...",2026-01-22 05:29:51.304026
/watch?v=DAoe22-r-QQ&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@CBSNews,CBS News,Racial Profiling 2.0 | Full Documentary,56K,5 years,"""As police departments turn to big data to help reduce crime in their neighborhoods, advocacy groups are sounding the alarm ...",2026-01-22 05:29:51.305805
/watch?v=ljjULW6a-B4&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@PBS,PBS,Does Racial Bias Affect Policing? | Hacking Your Mind | PBS,15K,5 years,Official Website: https://to.pbs.org/35nmh48 | #HackingYourMindPBS See the almost automatic transformation in how police ...,2026-01-22 05:29:51.307147
/watch?v=3fzPM3paFQE&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@PMbeers,PMbeers,Data Driven Predictive Policing is Inherently Racist,86,7 years,"On Tuesday, July 24, 2018, the Stop LAPD Spying Coalition made this presentation to the Los Angeles Police Commission.",2026-01-22 05:29:51.308404
/watch?v=AjoB-Tj9dsA&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt0gcJCYcKAYcqIYzv,/@itsJODONNA,itsJODONNA,Predictive Policing | How it Leads to Mass Incarceration,354,8 years,Hope you guys enjoyed this video! Learn more on this topic by reading the sources I posted below. Follow my social media to stay ...,2026-01-22 05:29:51.309502
/watch?v=aIU614NzEHY&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@NACDLvideo,NACDLvideo,"Garbage In, Gospel Out: Predictive Policing and Social Media Monitoring in Criminal Cases",561,3 years,"More Proven Criminal Defense resources are available at: https://www.nacdl.org/store. Get access to Trial Guides, Current CLE ...",2026-01-22 05:29:51.311362
/shorts/ZPeZuBpJqBw,/@sumosizedginger3686,Sumo Sized Ginger,Predictive Policing  Is It Racist by Design,No,3 months,Weightloss #Positivity #Motivation.,2026-01-22 05:29:51.312598
/watch?v=q96UcGzybDI&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@telesurenglish,TeleSUR English,Ñ Don't Stop - Predictive Policing and Wrongful Arrests in Chicago,2.5K,9 years,"This week we look at the policy of 'predictive policing', a tactic being utilized by police departments all across the US, where ...",2026-01-22 05:29:51.314425
/watch?v=cMvGzxDUxQM&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@msnow,MS NOW,Shaq Brewster: DOJ Minneapolis police probe findings ‘validates’ claims of racial bias in policing,104K,2 years,The Department of Justice's investigation into the Minneapolis Police Department found police and the city engaged in a pattern of ...,2026-01-22 05:29:51.315841
/watch?v=k06RZJMKFuc&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@RSAConference,RSA Conference,Pre-Crime Detection of Active Shooters Using Predictive Policing Systems,2.1K,5 years,"Jeffrey Blatt, Founder, X Ventures Active shooters intending to cause mass casualties exhibit warning behaviors that are usually ...",2026-01-22 05:29:58.948570
/shorts/kkwj_wNIdAs,/@NueroClips,Nuero_Clips,Predictive Policing: How AI Reinforces Systemic Bias in Law Enforcement # ai #nextgenai,66,2 months,"This segment is exceptionally strong due to its highly controversial nature, linking AI to systemic racism and unjust policing.",2026-01-22 05:29:58.952604
/watch?v=_cSo3OBwmiw&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@NCNewsline,NC Newsline,The problem of race based policing: Can we finally overcome it?,53,10 years,... wide racial differences in measure after measure of police contact people of color are disproportionately stopped and searched ...,2026-01-22 05:29:58.953919
/watch?v=QOgsVSYUYtc&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@IsisSaysHi,Isis,"Let Talk About Coding, Part 2: Predictive Policing, Smart Governance, and Medical Care",27,5 years,SOURCES https://www.makeuseof.com/tag/what-is-coding/ ...,2026-01-22 05:29:58.955382
/watch?v=pkGhPSoH7Xk&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@CBSNews,CBS News,"CBS Evening News with Scott Pelley - ""Predictive Policing"" making LA safer",5.3K,13 years,"The LAPD is implementing a computer-based program called ""Predictive Policing,"" which uses mathematical calculations to ...",2026-01-22 05:29:58.956479
/watch?v=OpIOSWJvSD4&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@PulseRundown,Pulse Rundown,"PredPol, Bias, and the Black Box: How AI Policing Fails the Test",46,1 month,"Predictive policing algorithms promise efficiency but reinforce systemic racial bias by relying on skewed historical data, creating ...",2026-01-22 05:29:58.959100
/watch?v=Z9XLHGrZA4g&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@PMbeers,PMbeers,#LAPD's Racism: Crime Statistics and Predictive Policing Targeting People of Color,138,7 years,"This video was filmed at the LAPD Police Commission Meeting on Tuesday, January 23, 2018. PMbeers live streams protest and ...",2026-01-22 05:29:58.960593
/watch?v=2B2G9zkZR6k&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@HaymarketBooks,Haymarket Books,"Race, Class, and Policing: The Racial Economics of Mass Incarceration",2.2K,Streamed 4 years,"A Spectre conversation with Charles Post, Peter Ikeler, and Calvin John Smiley on systemic racism and the policing of US ...",2026-01-22 05:29:58.964287
/watch?v=w6BbWQbRXsY&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@uncaramseylibraryvideoprod3348,UNCA Ramsey Library Video Production,Mass Incarceration and Racial Inequalities in Policing: Solutions from a Police Chief,635,7 years,Featuring Chris Burbank Director of Law Enforcement for the Center for Policing Equality and Former Police Chief of Salt Lake ...,2026-01-22 05:29:58.966432
/watch?v=8ayayWVEcyQ&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@NACDLvideo,NACDLvideo,Disrupting Minority Report: How to Push Back on the Use of Predictive Analytics in Policing,232,4 years,"To learn more about NACDL's State Criminal Justice Network and Conference, please visit https://www.nacdl.org/SCJN Police ...",2026-01-22 05:29:58.968185
/watch?v=wwg7_X3mm8M&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@ColinBoydSEO,Colin Boyd SEO,AI Now: Predictive policing systems are racist because corrupt cops produce dirty data,39,5 years,Reported today on TheNextWeb For the full article visit: ...,2026-01-22 05:29:58.971277
/watch?v=Gq4LFeqkXOA&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@stoplapdspying,Stop LAPD Spying Coalition,Pt 9: Police State & the Surveillance of Blackness in Time of Covid,240,5 years,"The National Security Police State always uses crisis like this to expand oppression, to expand surveillance, accumulate new ...",2026-01-22 05:29:58.972461
/watch?v=x-8wpszTetQ&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@PMbeers,PMbeers,Predictive Policing is Racist and #LAPD's Public Opinion Survey is a Waste of Money,33,8 years,This was recorded last Tuesday morning at the LAPD Los Angeles Police Commission meeting. PMbeers live streams protest and ...,2026-01-22 05:29:58.974700
/watch?v=sUSpL42OTEc&t=978s&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@JacobinMag,Jacobin,"Celebrating Juneteenth w/ Bill Fletcher, Critical Race Theory, & Racist Techno-Policing | Weekends",8.2K,Streamed 4 years,... Leaked 16:18 Racist Predictive Policing 48:33 Against Naturalizing Race 1:15:57 Bill Fletcher Jr on Juneteenth and Right-Wing ...,2026-01-22 05:29:58.978200
/watch?v=eVBFz-UZWyg&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@NewYorkTimesEvents,New York Times Events,The Future of Policing,121,7 years,"From facial recognition software to DNA testing, local and federal law enforcement have embraced high-tech tools to prosecute ...",2026-01-22 05:29:58.979344
/watch?v=7ZiOwZuk39g&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@stoplapdspying,Stop LAPD Spying Coalition,"Pt 2B - Collective Learning, Analysis, and Building. For close caption please click on the cc button",32,3 years,"In this part we continue Part 2 of Stop LAPD Spying Coalition's online series of community conversations for collective learning, ...",2026-01-22 05:29:58.981177
/watch?v=q8uK0c7wMmw&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@thebiblicalrumbleroom,The Biblical Rumble Room,WOB4 No. 10 | PREDPOL: Palantir's Predictive Policing Program Used by Police Dept.'s across the USA,94,4 years,"If racist people use data shaped by racist presuppositions to write computer programs (software algorithms in automation), then ...",2026-01-22 05:29:58.982329
/watch?v=1emf0l8f-JY&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@NACDLvideo,NACDLvideo,Policing Black Bodies: Race + Pretrial Practices,340,5 years,https://www.nacdl.org/Content/Race-and-the-Criminal-Justice-System-Series More Proven Criminal Defense resources are ...,2026-01-22 05:29:58.986029
/shorts/bPPpUohJgZk,/@TechnologyHorror,TechnologyHorror,Racist AI Destroys Innocent Man's Life - A Real Case!,1.2K,5 months,"In 2018, Lafayette, Louisiana, began using a controversial AI tool for predictive policing. The system analyzed years of arrest ...",2026-01-22 05:29:58.987476
/watch?v=3F1yK2SCK0c&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@EchoesOfcrime_0,Echoes Of crime ,The Report California Tried to Ignore: Racial Profiling Caught in Plain Sight,1 view,2 months,"In 2022, California's Racial and Identity Profiling Advisory Board released a groundbreaking report — and the findings were ...",2026-01-22 05:29:58.988632
/watch?v=MbXK0NAohLU&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@aspeninstitute,The Aspen Institute,We Will Never Solve the Problem of Policing Until All Laws are Applied Equally,146,10 years,Ferguson has changed the way Americans now see violence and those committed to protect us. Far too many young black men ...,2026-01-22 05:30:07.210232
/watch?v=LJ4eHAI5YPw&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@RiseHuman-j3m,Rise Human,"Racist Police Officer Calls Black Teen “Statistics,” Later Learns He Designed the Crime Data System",1 view,2 weeks,"A racist police officer humiliates a Black teen, calling him “statistics” during a routine stop. What the officer doesn't know is that the ...",2026-01-22 05:30:07.212123
/watch?v=bErm6zluBEo&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@global_new,Global New,Amnesty International Condemns Racist UK Predictive Policing: Demand Immediate Ban,23,11 months,"Amnesty International slams UK police's racist predictive policing algorithm, demanding an immediate ban. Exclusive report ...",2026-01-22 05:30:07.213498
/watch?v=pLH_5VjPi-8&t=3543s&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@IJRCenter,IJRCenter,Police Brutality & Surveillance in an Online Era,4.8K,5 years,"In October 2017, the International Justice Resource Center organized a panel discussion on issues at the intersection of racial ...",2026-01-22 05:30:07.215499
/watch?v=kdB0TqeSnGw&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@azfamily,Arizona’s Family (3TV / CBS 5) ,Man who helped develop police racial bias training defends program,134,6 years,The Valley man who worked on the racial bias training for police officers around the nation said the lessons are meant to break ...,2026-01-22 05:30:07.216915
/shorts/7Kv2g6xKQO8,/@FingHistoricalTrust,Fing Historical Trust,"Predict, Patrol, Punish: Policing the Future (But Only in Certain ZIP Codes)",27,7 months,surveillance #1984 #systemicissues #palantirtechnologies #police They called it smart policing. But it was just old racism with ...,2026-01-22 05:30:07.218400
/watch?v=5ii_pV1n7_0&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@Darkmystery4x1,THEDARKMYSTERY,Bias of the Algorithm  A Story of Jamal Wright,1 view,1 month,"Jamal Wright, a young freelance photographer, lives under the shadow of a new high-tech policing system. When an opaque ...",2026-01-22 05:30:07.219779
/watch?v=aREHZP9qu0Q&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@UTexasResearch,UT Austin Research,AI and the Future of Racial Justice,387,3 years,How can AI-based technologies advance racial justice rather than scale racial bias? Dr. Craig Watkins (School of Journalism and ...,2026-01-22 05:30:07.221189
/shorts/dk5RTt5p2cg,/@GoViaHero,Georgio Sabino III,Algorithmic Discrimination: GoVia Highlight A Hero - A Community Police Safety App,7,10 months,Algorithmic Discrimination: GoVia Highlight A Hero - A Community Police Safety App The Promise and Peril of AI in Crime ...,2026-01-22 05:30:07.222634
/watch?v=plHUR5Z-cH8&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@themoralforge1,The Moral Forge ,THE POLICE: POLICE PROTECT WHITE CRIMINALS AMERICA WAS BUILT OFF CRIME,20,3 weeks,"In this eye-opening video, we delve into the controversial issue of racial bias within American law enforcement and explore ...",2026-01-22 05:30:07.223931
/watch?v=sE157EBKvbU&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt0gcJCYcKAYcqIYzv,/@twisp6695,TWiSP,"Big Data Policing and Race and Income Segregation & Generosity, Media, and Social Goods: Full TWiSP",39,3 years,"To receive 1 email a week with links to a new TWiSP episode, please click: https://twisppodcast.youuniv.com/?p=subscribe&id=1 ...",2026-01-22 05:30:07.225159
/watch?v=feyR_wqtKiM&t=1053s&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt0gcJCYcKAYcqIYzv,/@JohnJayCollegeCUNY,John Jay College,Minority Report: Predictive Tools in Criminal Justice,209,7 years,"The second annual Smart on Crime Innovations Conference is a nonpartisan, public statement proving that the momentum for ...",2026-01-22 05:30:07.227113
/watch?v=hwHniwU1vdk&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@mitsociotechnicalsystemsre8317,MIT Sociotechnical Systems Research Center,MIT Initiative on Combatting Systemic Racism - Policing,200,1 year,Visit icsr.mit.edu to leran more. Video produced and edited by Shel Evergreen. https://www.shelevergreen.com/ Videography by: ...,2026-01-22 05:30:07.228300
/watch?v=eiuIyOFCO8k&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@Chartit,Neil Montgomery,Y9 Predictive Policing   preventing crime before it happens,50,11 years,Y9 Predictive Policing preventing crime before it happens.,2026-01-22 05:30:07.230152
/watch?v=oHQBXKQrrd0&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@stoplapdspying,Stop LAPD Spying Coalition,"Pt 75- Universities, Academia, and the Police: Collaborators in the Settler State (subtitles)",64,4 years,"September 28, 2021 For this months ""Know Your Fight"" webinar, we examine the relationship between universities and the police, ...",2026-01-22 05:30:07.231550
/shorts/NmrD9mpIHoY,/@amnestyinternationaluk,Amnesty International UK,"Local Resident Speaks Up on Police Using Technology to ""Predict Crime"" in Elephant & Castle, London",890,9 months,Here's how police using technology to “predict crime” impacts the community in Elephant & Castle. Policing in the UK is already ...,2026-01-22 05:30:07.232971
/watch?v=cxaDA7REgh8&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@CLCNSW,Community Legal Centres NSW,Minority Report: exploring themes of policing and racism,106,7 years,"Whether it's justice for Aboriginal Australians, people of colour, women and their choice over their own bodies, our legal, police ...",2026-01-22 05:30:07.234286
/watch?v=yOL_2CBvHQ8&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@KIONNewsChannel46,KION News Channel 46,Santa Cruz passes policing changes to improve racial equity and social justice,142,5 years,Santa Cruz passes policing changes to improve racial equity and social justice.,2026-01-22 05:30:07.236042
/watch?v=G7DLSx17Qss&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt0gcJCYcKAYcqIYzv,/@cosicbe,COSIC - Computer Security and Industrial Cryptography,"CIF Seminar - ""Predictive Policing and the Defense Rights Against Criminal..."" (Irmak Erdogan Peter)",94,2 years,"Q&A can be found here: https://youtu.be/eypWopH5YD8 CIF Seminar - ""Predictive Policing and the Defense Rights Against ...",2026-01-22 05:30:07.238458
/watch?v=a4sVQo7a6EM&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@MizzouVisualProductions,Mizzou Visual Productions,"Jack Glaser:  Racially Biased Policing:  Causes, Consequences and Considerations",234,8 years,"University of Missouri Department of Psychological Sciences Distinguished Lecture Series, 2016-2017.",2026-01-22 05:30:17.368122
/watch?v=Oot0BOaQTZI&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@GoogleTechTalks,Google TechTalks,Racial Profiling Analysis in a Post-Beer Summit World,4.8K,14 years,"""Racial Profiling Analysis in a Post-Beer Summit World"" Greg Ridgeway Greg Ridgeway, Director of the RAND Safety & Justice ...",2026-01-22 05:30:17.370429
/watch?v=CVIVsb6VBpA&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt0gcJCYcKAYcqIYzv,/@WHY2025NL,WHY2025,2022 -  Automatically Suspicious - Predictive policing in the Netherlands,521,3 years,https://media.ccc.de/v/mch2022-233-automatically-suspicious-predictive-policing-in-the-netherlands Predictive policing is hip and ...,2026-01-22 05:30:17.372347
/watch?v=6UCdkv3nvos&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@codeforamerica,Code for America,Case Study from North Carolina: Identifying Racial Bias in Policing Practices,410,10 years,2015 Code for America Summit Breakout Session: North Carolina developers and civil rights advocates used demographic data ...,2026-01-22 05:30:17.374135
/watch?v=y9oI8Uy3Xp8&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@EricSiegelPredicts,Eric Siegel,"Six ethical quandaries of predictive policing – from ""Machine Learning Leadership and Practice""",1K,5 years,"NEW BOOK: The AI Playbook by Eric Siegel. In his bestselling first book, Eric explained how machine learning works. Now, in The ...",2026-01-22 05:30:17.376385
/watch?v=MErHCRKnsbY&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@SOC119,SOC 119,"""Implicit Bias with the Police"" #SOC119",1.5K,7 years,This is a short segment from an introductory class on race and culture that is taught by Dr. Sam Richards at Penn State University.,2026-01-22 05:30:17.379824
/watch?v=zwq-WJFRK1Y&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@DigitalMarketingDigest,Digital Marketing Digest,Justice Served: Lawsuit Exposes Hawaii Police Department's Racist Arrest Tactics,57,7 months,"Power Up Anytime, Anywhere! https://amzn.to/3Esr08y BREAKING: Hawaii Police Department Sued for Purposeful False Arrests ...",2026-01-22 05:30:17.381096
/watch?v=iEETCCLYlEc&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt0gcJCYcKAYcqIYzv,/@harvardkennedyschoolprogra8498,Harvard Kennedy School Program in Criminal Justice,"Profiling in a Digital Age: Facial Recognition, Video Surveillance, and Policing (with Deborah Raji)",284,1 year,"Proponents of law enforcement use of facial recognition technology highlight its potential for accuracy and efficiency, enabling ...",2026-01-22 05:30:17.382331
/watch?v=aK7ShPKahwY&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@cgtnamerica,CGTN America,The Heat discusses policing in the US Pt3,54,10 years,Policing in America - Critics say there is an institutional problem of discrimination against African Americans. But is the real ...,2026-01-22 05:30:17.386323
/watch?v=Ni4z5rjoRC0&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@stoplapdspying,Stop LAPD Spying Coalition,Pt 110 - Behavioral Surveillance – Deputizing State Violence. For Close Caption click the CC button.,99,3 years,"In this third Tuesday of the month general meeting, we discuss how behavioral surveillance is used to trace, track, monitor, and ...",2026-01-22 05:30:17.387607
/watch?v=9ySuHG0WWJM&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@MicrosoftResearch,Microsoft Research,"Data Science Summer School 2019 - Replicating ""An Empirical Analysis of Racial Differences in Po...""",1.4K,5 years,"Data Science Summer School 2019 - Replicating ""An Empirical Analysis of Racial Differences in Police Use of Force"" This project ...",2026-01-22 05:30:17.391802
/shorts/9W0ul3c3P-8,/@SingularityBrief,Singularity Brief,AI IS NOW PREDICTING WHO WILL COMMIT CRIME NEXT,1.1K,7 months,Predictive policing tools now analyze patterns to flag people or places likely to commit crimes. But these algorithms often just ...,2026-01-22 05:30:17.395214
/watch?v=z7lWLx0LVHQ&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@marioventuri3815,Mario Venturi,KeyCrime. Predictive policing software.,284,8 years,The new generation of predictive policing.,2026-01-22 05:30:17.397315
/watch?v=UK5NQ9TnBw0&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@SingularityFM,Singularity Weblog,Renée Cummings on AI Ethics and Racism: Do what is right!,698,5 years,"Renée Cummings is a criminologist, criminal psychologist, and an AI ethicist who, among other things, specializes in best-practice ...",2026-01-22 05:30:17.398486
/shorts/Hdi-r5WuVZk,/@NACDLvideo,NACDLvideo,Police Are Using A.I. To Make Arrests - NACDL.org/Store,2.8K,2 years,... it's in those cases like facial recognition or predictive policing where you might not necessarily know whether law enforcement is ...,2026-01-22 05:30:17.401991
/watch?v=15W25Ijs9Rc&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@datasocietyresearchinstitu1085,Data & Society Research Institute,"[Conversations on the Datafied State] Part Three: Race, Surveillance, Resistance",310,3 years,"Part Three: Race, Surveillance, Resistance featuring Tamara K. Nopper and Chaz Arnett in conversation with Raúl Carrillo and ...",2026-01-22 05:30:17.404135
/watch?v=UY1zhBHoKPY&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt0gcJCYcKAYcqIYzv,/@CriticalRaceStudies,Critical Race Studies,"The Color of Criminal Suspicion (Feb. 20, 2014)",73,9 years,"The Color of Criminal Suspicion: Racial Profiling, Surveillance, and the Policing of Our Communities February 20, 2014 ...",2026-01-22 05:30:17.407671
/watch?v=d4eJGR747y4&pp=ygUbIHByZWRpY3RpdmUgcG9saWNpbmcgcmFjaXNt,/@BKCHarvard,The Berkman Klein Center for Internet & Society,"Dirty Data, Bad Predictions - How Civil Rights Violations Impact Police Data, Systems & Society",1.6K,6 years,... research on the data provenance of police data commonly used in predictive policing system. The research reviews Department ...,2026-01-22 05:30:17.408953
